name,has_image,has_label,label_shape,label_plane_shape,label_dtype,label_compression,label_bytes,label_header_error,image_shape,image_plane_shape,image_dtype,image_compression,image_bytes,image_header_error,shape,dtype,values,value_fractions_0,value_fractions_1,n_values,foreground_fraction,border_touch_fraction,per_class_1,surface_class,surface_fraction,surface_thickness_median,surface_thickness_p95,surface_components,surface_fragment_fraction,surface_worst_planarity
s4_z7936_y1280_x1280,True,True,"[236, 236, 236]",,uint8,LZW,337436,,"[236, 236, 236]",,uint8,LZW,10458477,,"[236, 236, 236]",uint8,"[0, 1]",0.8982895646585094,0.10171043534149062,2,0.10171043534149062,0.027301055869214635,"{'fraction': 0.10171043534149062, 'border_touch_fraction': 0.027301055869214635, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.353569984436035, 'saturated': 0.0}, 'components': {'n_components': 8, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.19382485556223764, 'fragment_fraction': 7.479946264066039e-07, 'median_planarity': 0.014287408084077606, 'worst_planarity': 0.01829223607110198}}",1,0.10171043534149062,4.0,6.0,8,7.479946264066039e-07,0.01829223607110198
s4_z7936_y1280_x1536,True,True,"[236, 236, 236]",,uint8,LZW,448817,,"[236, 236, 236]",,uint8,LZW,10619855,,"[236, 236, 236]",uint8,"[0, 1]",0.9056654861256507,0.09433451387434938,2,0.09433451387434938,0.02823162416116043,"{'fraction': 0.09433451387434938, 'border_touch_fraction': 0.02823162416116043, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.644469976425171, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.22422954989568186, 'fragment_fraction': 0.0, 'median_planarity': 0.013834599349096878, 'worst_planarity': 0.03624774694872956}}",1,0.09433451387434938,4.0,6.0,12,0.0,0.03624774694872956
s4_z7936_y1280_x2048,True,True,"[236, 236, 236]",,uint8,LZW,411292,,"[236, 236, 236]",,uint8,LZW,10727251,,"[236, 236, 236]",uint8,"[0, 1]",0.9239022733580357,0.07609772664196437,2,0.07609772664196437,0.024275979557069848,"{'fraction': 0.07609772664196437, 'border_touch_fraction': 0.024275979557069848, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.8240199089050293, 'saturated': 0.0}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.2902320224584303, 'fragment_fraction': 0.0, 'median_planarity': 0.005523172611039637, 'worst_planarity': 0.023186436959025357}}",1,0.07609772664196437,4.0,6.0,7,0.0,0.023186436959025357
s4_z7936_y1536_x2048,True,True,"[236, 236, 236]",,uint8,LZW,506675,,"[236, 236, 236]",,uint8,LZW,10685474,,"[236, 236, 236]",uint8,"[0, 1]",0.8939100851352865,0.10608991486471353,2,0.10608991486471353,0.022883913851325915,"{'fraction': 0.10608991486471353, 'border_touch_fraction': 0.022883913851325915, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.813469886779785, 'saturated': 0.0}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.23020166041221307, 'fragment_fraction': 0.0, 'median_planarity': 0.009212722163848896, 'worst_planarity': 0.018681356336268204}}",1,0.10608991486471353,4.0,6.0,8,0.0,0.018681356336268204
s4_z7936_y1536_x768,True,True,"[236, 236, 236]",,uint8,LZW,611318,,"[236, 236, 236]",,uint8,LZW,12840984,,"[236, 236, 236]",uint8,"[0, 1]",0.8560696018093379,0.14393039819066214,2,0.14393039819066214,0.02487448846583623,"{'fraction': 0.14393039819066214, 'border_touch_fraction': 0.02487448846583623, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.7243199348449707, 'saturated': 0.0}, 'components': {'n_components': 13, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.16525658902518053, 'fragment_fraction': 0.0, 'median_planarity': 0.016713550982706212, 'worst_planarity': 0.050037008035084075}}",1,0.14393039819066214,4.0,6.0,13,0.0,0.050037008035084075
s4_z7936_y1792_x2048,True,True,"[236, 236, 236]",,uint8,LZW,482745,,"[236, 236, 236]",,uint8,LZW,10997417,,"[236, 236, 236]",uint8,"[0, 1]",0.903683936161925,0.09631606383807498,2,0.09631606383807498,0.02464528125130825,"{'fraction': 0.09631606383807498, 'border_touch_fraction': 0.02464528125130825, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.7815799713134766, 'saturated': 0.0}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.2652244899893602, 'fragment_fraction': 0.0, 'median_planarity': 0.013792636423115357, 'worst_planarity': 0.03565559278981709}}",1,0.09631606383807498,4.0,6.0,9,0.0,0.03565559278981709
s4_z7936_y2048_x2048,True,True,"[236, 236, 236]",,uint8,LZW,495884,,"[236, 236, 236]",,uint8,LZW,11028213,,"[236, 236, 236]",uint8,"[0, 1]",0.9050363900398775,0.0949636099601225,2,0.0949636099601225,0.023018267525271866,"{'fraction': 0.0949636099601225, 'border_touch_fraction': 0.023018267525271866, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.612989902496338, 'saturated': 0.0}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.25561957530126755, 'fragment_fraction': 0.0, 'median_planarity': 0.029480630629626574, 'worst_planarity': 0.054643731485154445}}",1,0.0949636099601225,4.0,6.0,6,0.0,0.054643731485154445
s4_z7936_y2048_x2560,True,True,"[236, 236, 236]",,uint8,LZW,509418,,"[236, 236, 236]",,uint8,LZW,10823736,,"[236, 236, 236]",uint8,"[0, 1]",0.9074554695222005,0.09254453047779958,2,0.09254453047779958,0.026627119215342613,"{'fraction': 0.09254453047779958, 'border_touch_fraction': 0.026627119215342613, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.489690065383911, 'saturated': 0.0}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.22978735298155503, 'fragment_fraction': 0.0, 'median_planarity': 0.017540158125254102, 'worst_planarity': 0.04956459091182631}}",1,0.09254453047779958,4.0,6.0,11,0.0,0.04956459091182631
s4_z7936_y2304_x2048,True,True,"[236, 236, 236]",,uint8,LZW,510294,,"[236, 236, 236]",,uint8,LZW,11202866,,"[236, 236, 236]",uint8,"[0, 1]",0.9094875358483584,0.0905124641516416,2,0.0905124641516416,0.02283060117557171,"{'fraction': 0.0905124641516416, 'border_touch_fraction': 0.02283060117557171, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.44320011138916, 'saturated': 0.0}, 'components': {'n_components': 9, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.23097975236169213, 'fragment_fraction': 2.5216038409069704e-06, 'median_planarity': 0.03674869342986403, 'worst_planarity': 0.05612282091484322}}",1,0.0905124641516416,4.0,6.0,9,2.5216038409069704e-06,0.05612282091484322
s4_z7936_y2304_x2304,True,True,"[236, 236, 236]",,uint8,LZW,536914,,"[236, 236, 236]",,uint8,LZW,11779223,,"[236, 236, 236]",uint8,"[0, 1]",0.8910858096494773,0.10891419035052269,2,0.10891419035052269,0.02448386276575235,"{'fraction': 0.10891419035052269, 'border_touch_fraction': 0.02448386276575235, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.64982008934021, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.20035051788353697, 'fragment_fraction': 4.191126546874956e-06, 'median_planarity': 0.012118877415934521, 'worst_planarity': 0.015252343572765302}}",1,0.10891419035052269,4.0,6.0,10,4.191126546874956e-06,0.015252343572765302
s4_z7936_y2304_x768,True,True,"[236, 236, 236]",,uint8,LZW,720284,,"[236, 236, 236]",,uint8,LZW,13823687,,"[236, 236, 236]",uint8,"[0, 1]",0.8174375940334698,0.18256240596653017,2,0.18256240596653017,0.023062558784687916,"{'fraction': 0.18256240596653017, 'border_touch_fraction': 0.023062558784687916, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.6884899139404297, 'saturated': 0.0}, 'components': {'n_components': 15, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.12414159249256244, 'fragment_fraction': 1.291856677252946e-05, 'median_planarity': 0.01585018965474725, 'worst_planarity': 0.03133974042360663}}",1,0.18256240596653017,4.0,6.0,15,1.291856677252946e-05,0.03133974042360663
s4_z7936_y2560_x1024,True,True,"[236, 236, 236]",,uint8,LZW,554223,,"[236, 236, 236]",,uint8,LZW,13002231,,"[236, 236, 236]",uint8,"[0, 1]",0.8413921639992404,0.15860783600075956,2,0.15860783600075956,0.024649100001822733,"{'fraction': 0.15860783600075956, 'border_touch_fraction': 0.024649100001822733, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.473489999771118, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.12879044427666778, 'fragment_fraction': 1.3910327314798382e-05, 'median_planarity': 0.011361918433696178, 'worst_planarity': 0.02215880623538911}}",1,0.15860783600075956,4.0,6.0,14,1.3910327314798382e-05,0.02215880623538911
s4_z8192_y1024_x1536,True,True,"[236, 236, 236]",,uint8,LZW,332579,,"[236, 236, 236]",,uint8,LZW,9682910,,"[236, 236, 236]",uint8,"[0, 1]",0.934944663281056,0.065055336718944,2,0.065055336718944,0.03424378789012798,"{'fraction': 0.065055336718944, 'border_touch_fraction': 0.03424378789012798, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.671600103378296, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.3143079672180226, 'fragment_fraction': 1.4033380734974927e-05, 'median_planarity': 0.012793220435383555, 'worst_planarity': 0.05697299663987501}}",1,0.065055336718944,4.0,6.0,10,1.4033380734974927e-05,0.05697299663987501
s4_z8192_y1536_x768,True,True,"[236, 236, 236]",,uint8,LZW,585821,,"[236, 236, 236]",,uint8,LZW,12667972,,"[236, 236, 236]",uint8,"[0, 1]",0.854651415797136,0.14534858420286398,2,0.14534858420286398,0.025482347805468625,"{'fraction': 0.14534858420286398, 'border_touch_fraction': 0.025482347805468625, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 12.0, 'mean': 3.6315200328826904, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.16843871679597844, 'fragment_fraction': 0.0, 'median_planarity': 0.02438123178270534, 'worst_planarity': 0.11596132441591939}}",1,0.14534858420286398,4.0,6.0,14,0.0,0.11596132441591939
s4_z8192_y1792_x2048,True,True,"[236, 236, 236]",,uint8,LZW,357690,,"[236, 236, 236]",,uint8,LZW,10196537,,"[236, 236, 236]",uint8,"[0, 1]",0.9300263932777937,0.06997360672220626,2,0.06997360672220626,0.026625684560277727,"{'fraction': 0.06997360672220626, 'border_touch_fraction': 0.026625684560277727, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.6617300510406494, 'saturated': 0.0}, 'components': {'n_components': 8, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.30551420982418065, 'fragment_fraction': 2.500676813615859e-05, 'median_planarity': 0.0030589472581452094, 'worst_planarity': 0.013971388067067294}}",1,0.06997360672220626,4.0,6.0,8,2.500676813615859e-05,0.013971388067067294
s4_z8192_y1792_x2560,True,True,"[236, 236, 236]",,uint8,LZW,446879,,"[236, 236, 236]",,uint8,LZW,10248895,,"[236, 236, 236]",uint8,"[0, 1]",0.9278983154314706,0.0721016845685294,2,0.0721016845685294,0.03179726565673725,"{'fraction': 0.0721016845685294, 'border_touch_fraction': 0.03179726565673725, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.5695300102233887, 'saturated': 0.0}, 'components': {'n_components': 8, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.2911979555207587, 'fragment_fraction': 1.0551606323788702e-06, 'median_planarity': 0.015180725949206636, 'worst_planarity': 0.03213957367388516}}",1,0.0721016845685294,4.0,6.0,8,1.0551606323788702e-06,0.03213957367388516
s4_z8192_y2048_x2048,True,True,"[236, 236, 236]",,uint8,LZW,468551,,"[236, 236, 236]",,uint8,LZW,10817082,,"[236, 236, 236]",uint8,"[0, 1]",0.913969797910205,0.08603020208979496,2,0.08603020208979496,0.024177509256696348,"{'fraction': 0.08603020208979496, 'border_touch_fraction': 0.024177509256696348, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 12.0, 'mean': 3.675290107727051, 'saturated': 0.0}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.2696986124019834, 'fragment_fraction': 0.0, 'median_planarity': 0.0087565882925429, 'worst_planarity': 0.01115434487867631}}",1,0.08603020208979496,4.0,6.0,7,0.0,0.01115434487867631
s4_z8192_y2048_x512,True,True,"[236, 236, 236]",,uint8,LZW,620477,,"[236, 236, 236]",,uint8,LZW,12949142,,"[236, 236, 236]",uint8,"[0, 1]",0.8709599082671549,0.12904009173284514,2,0.12904009173284514,0.02372628138309664,"{'fraction': 0.12904009173284514, 'border_touch_fraction': 0.02372628138309664, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.3940799236297607, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.16649962031346544, 'fragment_fraction': 1.002278119207422e-05, 'median_planarity': 0.011572660914569972, 'worst_planarity': 0.05639844380341283}}",1,0.12904009173284514,4.0,6.0,14,1.002278119207422e-05,0.05639844380341283
s4_z8192_y2304_x2304,True,True,"[236, 236, 236]",,uint8,LZW,544167,,"[236, 236, 236]",,uint8,LZW,12198663,,"[236, 236, 236]",uint8,"[0, 1]",0.8847151942262841,0.11528480577371591,2,0.11528480577371591,0.025959970514731746,"{'fraction': 0.11528480577371591, 'border_touch_fraction': 0.025959970514731746, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.7322700023651123, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.20559639366396693, 'fragment_fraction': 0.0, 'median_planarity': 0.009817516034644064, 'worst_planarity': 0.045472146188876385}}",1,0.11528480577371591,4.0,6.0,10,0.0,0.045472146188876385
s4_z8192_y2560_x1024,True,True,"[236, 236, 236]",,uint8,LZW,518169,,"[236, 236, 236]",,uint8,LZW,12874673,,"[236, 236, 236]",uint8,"[0, 1]",0.8531475649896045,0.1468524350103954,2,0.1468524350103954,0.025998489327377677,"{'fraction': 0.1468524350103954, 'border_touch_fraction': 0.025998489327377677, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.4354801177978516, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.14025165443519183, 'fragment_fraction': 0.0, 'median_planarity': 0.004908821832354785, 'worst_planarity': 0.019182785372426008}}",1,0.1468524350103954,4.0,6.0,12,0.0,0.019182785372426008
s4_z8192_y2560_x1792,True,True,"[236, 236, 236]",,uint8,LZW,311141,,"[236, 236, 236]",,uint8,LZW,12598723,,"[236, 236, 236]",uint8,"[0, 1]",0.8505703936381032,0.14942960636189678,2,0.14942960636189678,0.025647853183656366,"{'fraction': 0.14942960636189678, 'border_touch_fraction': 0.025647853183656366, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.5424599647521973, 'saturated': 0.0}, 'components': {'n_components': 13, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.14404159375523448, 'fragment_fraction': 0.0, 'median_planarity': 0.007023748713276245, 'worst_planarity': 0.051683718915431325}}",1,0.14942960636189678,4.0,6.0,13,0.0,0.051683718915431325
s4_z8192_y2560_x2048,True,True,"[236, 236, 236]",,uint8,LZW,560144,,"[236, 236, 236]",,uint8,LZW,13089875,,"[236, 236, 236]",uint8,"[0, 1]",0.8505602751498449,0.14943972485015508,2,0.14943972485015508,0.025892008955980685,"{'fraction': 0.14943972485015508, 'border_touch_fraction': 0.025892008955980685, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.6500000953674316, 'saturated': 0.0}, 'components': {'n_components': 16, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.15187036024505746, 'fragment_fraction': 2.0363757805682913e-06, 'median_planarity': 0.007495384698289918, 'worst_planarity': 0.03039965052793702}}",1,0.14943972485015508,4.0,6.0,16,2.0363757805682913e-06,0.03039965052793702
s4_z8448_y1280_x1536,True,True,"[236, 236, 236]",,uint8,LZW,563816,,"[236, 236, 236]",,uint8,LZW,12430898,,"[236, 236, 236]",uint8,"[0, 1]",0.8410333000209369,0.1589666999790631,2,0.1589666999790631,0.021998574777973092,"{'fraction': 0.1589666999790631, 'border_touch_fraction': 0.021998574777973092, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.5811400413513184, 'saturated': 0.0}, 'components': {'n_components': 11, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.30055386482597024, 'fragment_fraction': 4.785836221984313e-07, 'median_planarity': 0.07015778838093252, 'worst_planarity': 0.09703736761621883}}",1,0.1589666999790631,4.0,6.0,11,4.785836221984313e-07,0.09703736761621883
s4_z8448_y1280_x512,True,True,"[236, 236, 236]",,uint8,LZW,466627,,"[236, 236, 236]",,uint8,LZW,11288709,,"[236, 236, 236]",uint8,"[0, 1]",0.913007552500499,0.08699244749950093,2,0.08699244749950093,0.029591123712340975,"{'fraction': 0.08699244749950093, 'border_touch_fraction': 0.029591123712340975, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.674649953842163, 'saturated': 0.0}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.25543814295496703, 'fragment_fraction': 0.0, 'median_planarity': 0.010229170210648737, 'worst_planarity': 0.032268498986364406}}",1,0.08699244749950093,4.0,6.0,9,0.0,0.032268498986364406
s4_z8448_y1280_x768,True,True,"[236, 236, 236]",,uint8,LZW,571723,,"[236, 236, 236]",,uint8,LZW,12357461,,"[236, 236, 236]",uint8,"[0, 1]",0.8743385703991158,0.12566142960088422,2,0.12566142960088422,0.024950264147927684,"{'fraction': 0.12566142960088422, 'border_touch_fraction': 0.024950264147927684, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.669219970703125, 'saturated': 0.0}, 'components': {'n_components': 15, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.19044684166744363, 'fragment_fraction': 2.4217091696806856e-06, 'median_planarity': 0.015866629885471994, 'worst_planarity': 0.04418906625050545}}",1,0.12566142960088422,4.0,6.0,15,2.4217091696806856e-06,0.04418906625050545
s4_z8448_y1536_x512,True,True,"[236, 236, 236]",,uint8,LZW,480682,,"[236, 236, 236]",,uint8,LZW,11360106,,"[236, 236, 236]",uint8,"[0, 1]",0.9178622966564255,0.08213770334357456,2,0.08213770334357456,0.02565116673258376,"{'fraction': 0.08213770334357456, 'border_touch_fraction': 0.02565116673258376, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.3559799194335938, 'saturated': 0.0}, 'components': {'n_components': 21, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.2495454499142769, 'fragment_fraction': 5.927907383857011e-05, 'median_planarity': 0.012652132372638618, 'worst_planarity': 0.03212677550669733}}",1,0.08213770334357456,4.0,6.0,21,5.927907383857011e-05,0.03212677550669733
s4_z8448_y1792_x2048,True,True,"[236, 236, 236]",,uint8,LZW,458887,,"[236, 236, 236]",,uint8,LZW,11610174,,"[236, 236, 236]",uint8,"[0, 1]",0.8944726882982194,0.1055273117017806,2,0.1055273117017806,0.022520002480033566,"{'fraction': 0.1055273117017806, 'border_touch_fraction': 0.022520002480033566, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.4821600914001465, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.19970902861987574, 'fragment_fraction': 2.8837599615883175e-06, 'median_planarity': 0.008256763196284145, 'worst_planarity': 0.034485860518074986}}",1,0.1055273117017806,4.0,6.0,12,2.8837599615883175e-06,0.034485860518074986
s4_z8448_y1792_x512,True,True,"[236, 236, 236]",,uint8,LZW,678632,,"[236, 236, 236]",,uint8,LZW,12913440,,"[236, 236, 236]",uint8,"[0, 1]",0.8632725960297791,0.1367274039702209,2,0.1367274039702209,0.02475155521428015,"{'fraction': 0.1367274039702209, 'border_touch_fraction': 0.02475155521428015, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.3091700077056885, 'saturated': 0.0}, 'components': {'n_components': 15, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.14774313090508465, 'fragment_fraction': 1.669281874937402e-05, 'median_planarity': 0.01568346209196661, 'worst_planarity': 0.02405793649392875}}",1,0.1367274039702209,4.0,6.0,15,1.669281874937402e-05,0.02405793649392875
s4_z8448_y2048_x512,True,True,"[236, 236, 236]",,uint8,LZW,755276,,"[236, 236, 236]",,uint8,LZW,13787746,,"[236, 236, 236]",uint8,"[0, 1]",0.8382852555519308,0.1617147444480692,2,0.1617147444480692,0.027387773920079787,"{'fraction': 0.1617147444480692, 'border_touch_fraction': 0.027387773920079787, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.325469970703125, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.12396053857227539, 'fragment_fraction': 0.0, 'median_planarity': 0.007847977679874385, 'worst_planarity': 0.01898513033182879}}",1,0.1617147444480692,4.0,6.0,12,0.0,0.01898513033182879
s4_z8448_y2304_x2048,True,True,"[236, 236, 236]",,uint8,LZW,532135,,"[236, 236, 236]",,uint8,LZW,12222056,,"[236, 236, 236]",uint8,"[0, 1]",0.8830860415378398,0.1169139584621602,2,0.1169139584621602,0.023633037839019697,"{'fraction': 0.1169139584621602, 'border_touch_fraction': 0.023633037839019697, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.7717599868774414, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.18978660768493447, 'fragment_fraction': 0.0, 'median_planarity': 0.0073957452152778914, 'worst_planarity': 0.12681468236261484}}",1,0.1169139584621602,4.0,6.0,10,0.0,0.12681468236261484
s4_z8448_y2304_x2304,True,True,"[236, 236, 236]",,uint8,LZW,542822,,"[236, 236, 236]",,uint8,LZW,11985663,,"[236, 236, 236]",uint8,"[0, 1]",0.8731849105799522,0.12681508942004782,2,0.12681508942004782,0.024005783225047844,"{'fraction': 0.12681508942004782, 'border_touch_fraction': 0.024005783225047844, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.605760097503662, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.22769168931363198, 'fragment_fraction': 0.0, 'median_planarity': 0.018768490725088335, 'worst_planarity': 0.08888077421936727}}",1,0.12681508942004782,4.0,6.0,10,0.0,0.08888077421936727
s4_z8448_y2560_x1024,True,True,"[236, 236, 236]",,uint8,LZW,371770,,"[236, 236, 236]",,uint8,LZW,12366441,,"[236, 236, 236]",uint8,"[0, 1]",0.8431876250736443,0.15681237492635566,2,0.15681237492635566,0.023894542063728482,"{'fraction': 0.15681237492635566, 'border_touch_fraction': 0.023894542063728482, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.2338199615478516, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.12074188499608476, 'fragment_fraction': 0.0, 'median_planarity': 0.0060904208973298415, 'worst_planarity': 0.016178659693467837}}",1,0.15681237492635566,4.0,6.0,14,0.0,0.016178659693467837
s4_z8448_y2560_x1280,True,True,"[236, 236, 236]",,uint8,LZW,361775,,"[236, 236, 236]",,uint8,LZW,12475799,,"[236, 236, 236]",uint8,"[0, 1]",0.8364949678399447,0.16350503216005532,2,0.16350503216005532,0.02719677342505323,"{'fraction': 0.16350503216005532, 'border_touch_fraction': 0.02719677342505323, 'thickness': {'median': 2.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.1153199672698975, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.10565888313157934, 'fragment_fraction': 0.0, 'median_planarity': 0.004772221073775269, 'worst_planarity': 0.012077611292726267}}",1,0.16350503216005532,2.0,6.0,14,0.0,0.012077611292726267
s4_z8448_y2560_x1536,True,True,"[236, 236, 236]",,uint8,LZW,342326,,"[236, 236, 236]",,uint8,LZW,12318591,,"[236, 236, 236]",uint8,"[0, 1]",0.8294044942520901,0.17059550574790996,2,0.17059550574790996,0.025863479892309457,"{'fraction': 0.17059550574790996, 'border_touch_fraction': 0.025863479892309457, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.191890001296997, 'saturated': 0.0}, 'components': {'n_components': 17, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.11014957069611314, 'fragment_fraction': 2.4973788670908345e-05, 'median_planarity': 0.004316107561230225, 'worst_planarity': 0.029921222383128016}}",1,0.17059550574790996,4.0,6.0,17,2.4973788670908345e-05,0.029921222383128016
s4_z8448_y2560_x1792,True,True,"[236, 236, 236]",,uint8,LZW,291976,,"[236, 236, 236]",,uint8,LZW,12037226,,"[236, 236, 236]",uint8,"[0, 1]",0.8557702314988387,0.14422976850116126,2,0.14422976850116126,0.024437794632641854,"{'fraction': 0.14422976850116126, 'border_touch_fraction': 0.024437794632641854, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.2804598808288574, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.22944962873056288, 'fragment_fraction': 0.0, 'median_planarity': 0.004330981020244481, 'worst_planarity': 0.012540030058119642}}",1,0.14422976850116126,4.0,6.0,10,0.0,0.012540030058119642
s4_z8704_y1280_x2304,True,True,"[236, 236, 236]",,uint8,LZW,510544,,"[236, 236, 236]",,uint8,LZW,12140134,,"[236, 236, 236]",uint8,"[0, 1]",0.8806076966242897,0.11939230337571027,2,0.11939230337571027,0.024364009193773364,"{'fraction': 0.11939230337571027, 'border_touch_fraction': 0.024364009193773364, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.697129964828491, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.19508730834888674, 'fragment_fraction': 0.0, 'median_planarity': 0.017165534416581862, 'worst_planarity': 0.03143633560458203}}",1,0.11939230337571027,4.0,6.0,10,0.0,0.03143633560458203
s4_z8704_y1536_x512,True,True,"[236, 236, 236]",,uint8,LZW,578636,,"[236, 236, 236]",,uint8,LZW,12252235,,"[236, 236, 236]",uint8,"[0, 1]",0.8895690254359014,0.11043097456409857,2,0.11043097456409857,0.027700369195877737,"{'fraction': 0.11043097456409857, 'border_touch_fraction': 0.027700369195877737, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.435230016708374, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.19720667735421793, 'fragment_fraction': 0.0, 'median_planarity': 0.008007146612420728, 'worst_planarity': 0.035437318808648983}}",1,0.11043097456409857,4.0,6.0,12,0.0,0.035437318808648983
