name,surface_class,orient_class,surface_voxels,surface_fraction,hf_energy,hf_energy_norm,dynamic_range,intensity_p50,n_samples,polarity,oriented,search_radius,noise_sigma,global_peak_offset,global_peak_offset_raw,global_peak_ci95,global_peak_ci95_width,global_offset_reliable,noise_estimate_failed,global_profile_contrast,global_profile_snr,n_cells,n_cells_considered,cell_frac_unresolved,cell_frac_low_snr,cell_size,neighbour_ridge_pos,neighbour_ridge_neg,winding_spacing,dominant_ridge_at,recommended_radius,cell_offset_median,cell_offset_mean,cell_abs_offset_median,cell_abs_offset_p90,cell_frac_ge_1vx,cell_frac_ge_2vx,cell_offset_worst,cell_snr_median,cell_voxels_median,naive_mean_signed_offset,naive_median_abs_offset,naive_frac_offset_ge_1vx,naive_median_prominence_snr,naive_frac_flat_support,overlay_png,drift_png
s4_z3328_y2048_x1792,1,,1177330,0.08956992316643864,8.400001525878906,0.07433629781007767,113.0,82.0,33169,bright,False,15.225,4.2838873863220215,1.3531856536865234,1.3531856536865234,"[1.2964057922363281, 1.4133813381195068]",0.11697554588317871,True,False,33.91632843017578,7.917184877097112,44,44,0.0,0.0,64,36.0,-30.5,30.5,1.5,15.225,1.4772911071777344,1.526543595574119,1.5381250381469727,3.2137651443481463,0.6818181818181818,0.3181818181818182,5.529201507568359,226.3714008473438,675.5,-0.70125462971403,1.9953611616510898,0.7305635664503725,15.661396980285645,0.030425,,
s4_z3328_y2048_x2048,1,,1652778,0.12574146456064156,10.192028999328613,0.08786232024431229,116.0,84.0,36059,bright,False,8.350000000000001,5.307348728179932,2.0191869735717773,2.0191869735717773,"[1.9451154947280884, 2.0946533203125]",0.14953782558441175,True,False,24.262901306152344,4.571567188966855,55,57,0.03508771929824561,0.0,64,13.0,-33.0,13.0,2.5,8.350000000000001,2.1422348022460938,1.775966297496449,2.191486358642578,3.8854556083679204,0.7636363636363637,0.5454545454545454,5.835667610168457,139.12768084806447,592.0,-0.8306657715628666,2.2071138620376587,0.7662693349102113,11.770868301391602,0.06225,,
s4_z3328_y2304_x1024,1,,1510894,0.11494709171823798,10.231494903564453,0.08318288624286652,123.0,82.0,32975,bright,False,13.525,5.454164028167725,2.287717819213867,2.287717819213867,"[2.224110651016235, 2.344201111793518]",0.1200904607772828,True,False,37.45066833496094,6.866436018709569,54,54,0.0,0.0,64,24.5,-31.0,24.5,2.5,13.525,2.248251438140869,2.3396135436164007,2.248251438140869,3.940970993041993,0.8518518518518519,0.5740740740740741,7.845392227172852,170.2735995465677,540.5,1.1913481418582528,2.149846587330103,0.7504232676260733,12.785011291503906,0.04105,,
s4_z3328_y2304_x1280,1,,929327,0.07070213787680338,8.09924602508545,0.0686376765370369,118.0,80.0,32127,bright,False,14.025,4.415392875671387,2.3152217864990234,2.3152217864990234,"[2.2558440208435058, 2.3572338581085206]",0.10138983726501483,True,False,37.858673095703125,8.574247900861254,49,49,0.0,0.0,64,25.5,-24.5,24.5,3.0,14.025,2.1534957885742188,2.527768388086436,2.165313720703125,4.672919845581055,0.8775510204081632,0.5714285714285714,8.588747024536133,245.01880018983746,647.0,1.1786490902329503,2.1552927270531654,0.7547827668799079,16.28374481201172,0.043425,,
s4_z3328_y512_x1792,1,,2041580,0.15532107713057322,10.25848388671875,0.08767934888601303,117.0,83.0,34641,bright,False,11.950000000000001,5.229079723358154,1.9509458541870117,1.9509458541870117,"[1.8742743968963622, 2.0187366247177123]",0.1444622278213501,True,False,24.6337890625,4.710922450170639,58,58,0.0,0.0,64,30.5,-21.0,21.0,2.5,11.950000000000001,1.812741756439209,1.8198203547247525,1.81724214553833,3.7475189208984383,0.8103448275862069,0.46551724137931033,-9.777312278747559,128.89365793664803,555.5,-0.8028943519140886,2.1905622892081738,0.760742607733448,12.284671783447266,0.06645,,
s4_z3328_y512_x2304,1,,1508758,0.11478458727523262,8.987797737121582,0.08024819195270538,112.0,81.0,35309,bright,False,9.475000000000001,4.485426902770996,1.756587028503418,1.756587028503418,"[1.6714400053024292, 1.8320783138275147]",0.16063830852508554,True,False,25.204315185546875,5.6191563772840025,53,53,0.0,0.0,64,27.0,-15.5,15.5,2.5,9.475000000000001,1.6901350021362305,2.0526566055585755,1.6901350021362305,3.978112411499024,0.7547169811320755,0.4339622641509434,8.456947326660156,170.08648719299615,574.0,0.8075776754252519,2.1367426812648773,0.7532498941894915,14.496441841125488,0.034175,,
s4_z3328_y768_x1280,1,,1354828,0.10307376849629223,8.922942161560059,0.07498271018266678,119.0,82.0,33584,bright,False,10.775,4.309179306030273,1.980942726135254,1.980942726135254,"[1.9258909702301026, 2.0400516986846924]",0.1141607284545898,True,False,36.942176818847656,8.57290314356395,57,57,0.0,0.0,64,20.0,-19.5,19.5,2.0,10.775,1.7682876586914062,1.6814794038471423,1.8201580047607422,3.454163932800293,0.7894736842105263,0.43859649122807015,-8.36648178100586,229.19600953707223,493.0,0.9330934139322266,2.040464721620083,0.7407059376284725,16.726099014282227,0.0263,,
s4_z3328_y768_x1536,1,,1881517,0.14314366670886508,9.702568054199219,0.08292793482542038,117.0,86.0,33712,bright,False,10.225,5.086845397949219,1.238393783569336,1.238393783569336,"[1.1845941305160523, 1.3019797801971436]",0.11738564968109122,True,False,27.436058044433594,5.393530940707289,61,61,0.0,0.0,64,20.5,-21.5,20.5,1.0,10.225,1.2548751831054688,1.4083100146934635,1.2548751831054688,3.0470190048217773,0.5737704918032787,0.3114754098360656,7.420248031616211,144.17268796082388,491.0,0.39525174017889053,1.986812548711896,0.7349624060150376,12.106606483459473,0.0546,,
s4_z3328_y768_x1792,1,,1897992,0.14439706591228899,9.898898124694824,0.0883830189704895,112.0,86.0,33148,bright,False,16.0,5.394406318664551,2.0177345275878906,2.0177345275878906,"[1.9356779098510741, 2.106066179275513]",0.17038826942443874,True,False,25.296829223632812,4.689455656335384,59,59,0.0,0.0,64,34.5,-31.5,31.5,2.5,16.0,2.0779342651367188,2.4488650823043563,2.0779342651367188,5.11554985046387,0.7796610169491526,0.5084745762711864,8.462905883789062,133.64254046701214,484.0,0.9323473617373513,2.1896970365196466,0.7606254757675717,11.136079788208008,0.060875,,
s4_z3328_y768_x2048,1,,1828173,0.13908531604983956,10.895768165588379,0.08930957317352295,122.0,86.0,34319,bright,False,12.3,5.7423601150512695,1.1405982971191406,1.1405982971191406,"[1.0578994512557984, 1.2277101516723632]",0.16981070041656476,True,False,23.813995361328125,4.147074527581331,56,56,0.0,0.0,64,34.5,-24.0,24.0,1.5,12.3,1.487499713897705,1.8709769419261388,1.487499713897705,4.33447265625,0.6607142857142857,0.2857142857142857,10.08324146270752,110.70717213173349,506.0,-0.6286991012905102,2.1228438913822174,0.7479949874686717,10.821488380432129,0.0651,,
s4_z3328_y768_x2304,1,,1444345,0.10988411972499623,8.909517288208008,0.07747406512498856,115.0,83.0,35145,bright,False,9.525,4.492496490478516,2.2894535064697266,2.2894535064697266,"[2.212317872047424, 2.3728527545928957]",0.16053488254547155,True,False,26.14691925048828,5.820131257955253,55,55,0.0,0.0,64,38.5,-14.5,14.5,3.0,9.525,2.514359474182129,2.5512734413146974,2.810946464538574,4.8260345458984375,0.8181818181818182,0.6363636363636364,6.836704254150391,175.43639284603438,579.0,-0.8099901414305428,2.221752356737852,0.7617728531855956,14.400775909423828,0.053925,,
s4_z3328_y768_x2560,1,,1159590,0.0882202842062723,6.96739387512207,0.06451290845870972,108.0,81.0,34467,bright,False,8.850000000000001,3.651515483856201,2.6264610290527344,2.6264610290527344,"[2.564925289154053, 2.680746054649353]",0.11582076549530029,True,False,35.91886901855469,9.836701823491211,52,52,0.0,0.0,64,13.0,-15.5,13.0,3.0,8.850000000000001,2.6227636337280273,2.6745965847602258,2.6227636337280273,4.647228336334228,0.8653846153846154,0.6153846153846154,7.179800033569336,251.36287858360146,568.5,0.7094281586975069,2.2215278428047895,0.7691931540342298,18.696807861328125,0.03815,,
s4_z3584_y1536_x1024,1,,1667384,0.12685267237643577,9.397598266601562,0.07640323787927628,123.0,81.0,35272,bright,False,9.325000000000001,4.832300662994385,0.9962501525878906,0.9962501525878906,"[0.9316201686859131, 1.0584202766418458]",0.12680010795593266,True,False,28.301788330078125,5.856793751848344,55,55,0.0,0.0,64,22.5,-18.5,18.5,1.0,9.325000000000001,1.3346014022827148,1.2662037502635608,1.4124746322631836,3.007887649536133,0.6181818181818182,0.2545454545454545,8.164469718933105,169.5921716734646,617.0,-0.5760820218090809,2.0649738907814026,0.7431228438578071,15.041921615600586,0.049125,,
s4_z3584_y1536_x2560,1,,1303509,0.09916947752691366,8.83048152923584,0.07746036350727081,114.0,82.0,35098,bright,False,9.875,4.896549224853516,1.8357372283935547,1.8357372283935547,"[1.7600394248962403, 1.9037440776824952]",0.14370465278625488,True,False,26.831222534179688,5.47961866654825,56,56,0.0,0.0,64,17.5,-18.5,17.5,2.0,9.875,1.9039645195007324,2.265903660229274,1.9039645195007324,4.033755779266357,0.7678571428571429,0.4642857142857143,9.175235748291016,151.44434051775815,620.5,0.7525594037581504,2.105503808706999,0.7481397901927299,12.719825744628906,0.0921,,
s4_z3584_y1792_x2560,1,,1579815,0.12019052276522917,9.74549388885498,0.08401288092136383,116.0,84.0,33722,bright,False,12.575000000000001,5.376789093017578,1.4729690551757812,1.4729690551757812,"[1.410579514503479, 1.5262180805206298]",0.11563856601715083,True,False,28.294776916503906,5.262392931359006,49,49,0.0,0.0,64,23.5,-23.5,23.5,2.0,12.575000000000001,1.880849838256836,1.8313657604918188,1.880849838256836,3.532624244689942,0.7142857142857143,0.4489795918367347,6.353985786437988,163.96971256827928,593.0,-0.6703399763708981,2.021970860660076,0.7372289048204698,12.326321601867676,0.054025,,
s4_z3584_y2048_x1792,1,,1481599,0.11271836154134551,9.555337905883789,0.08029695600271225,119.0,82.0,32208,bright,False,15.275,5.012988090515137,1.4412612915039062,1.4412612915039062,"[1.3706191062927247, 1.5206148147583007]",0.14999570846557608,True,False,28.97607421875,5.78020009135358,60,60,0.0,0.0,64,39.5,-29.5,29.5,2.0,15.275,1.404801368713379,1.7931535879770915,1.4625921249389648,3.7973388671875004,0.6666666666666666,0.4166666666666667,10.65155029296875,166.05025797289008,493.5,-0.8595701407390405,2.0870595052838326,0.7421982666217499,14.007386207580566,0.03825,,
s4_z3584_y2048_x2048,1,,1330411,0.10121615099401594,9.175726890563965,0.08048883080482483,114.0,83.0,35979,bright,False,7.8,4.964388847351074,1.4549999237060547,1.4549999237060547,"[1.3935640335083008, 1.5214009046554566]",0.1278368711471558,True,False,29.45831298828125,5.933925382174642,53,55,0.03636363636363636,0.0,64,14.0,-19.5,14.0,1.5,7.8,1.980086326599121,1.8789044056298598,1.980086326599121,4.431031608581543,0.6226415094339622,0.49056603773584906,6.895383834838867,164.31793290196205,640.0,-0.8409631827809613,2.0873115211725235,0.7469329355535937,13.558919906616211,0.0519,,
s4_z3584_y2048_x2304,1,,1809062,0.13763137297386782,11.298009872436523,0.09260664135217667,122.0,86.0,32109,bright,False,15.9,6.193640232086182,1.3665008544921875,1.3665008544921875,"[1.2912362575531007, 1.4410743713378906]",0.14983811378478995,True,False,25.329345703125,4.089573296799871,53,53,0.0,0.0,64,34.0,-32.0,32.0,1.5,15.9,1.190866470336914,1.217927968726968,1.4095287322998047,2.545760726928711,0.5849056603773585,0.2830188679245283,5.036365509033203,113.81293547751972,518.0,-0.3573514651239755,2.0301220659166574,0.7391278013325258,10.701257705688477,0.0776,,
s4_z3584_y2304_x1024,1,,1201917,0.09144047407475935,9.10621166229248,0.07343719154596329,124.0,82.0,32133,bright,False,15.825000000000001,4.9133405685424805,2.35971736907959,2.35971736907959,"[2.298438882827759, 2.4268699169158934]",0.1284310340881345,True,False,41.314422607421875,8.408621798361844,51,51,0.0,0.0,64,29.5,-28.5,28.5,3.0,15.825000000000001,2.3566465377807617,2.9013705721088483,2.3566465377807617,6.078791618347168,0.8823529411764706,0.6274509803921569,11.523125648498535,236.45226134701556,552.0,-0.810932024088321,2.1332584470510483,0.7528106820990446,14.799641609191895,0.03185,,
s4_z3584_y2304_x1280,1,,1032178,0.07852692461254558,8.769851684570312,0.07129960507154465,123.0,82.0,32931,bright,False,16.0,4.631575107574463,2.34747314453125,2.34747314453125,"[2.272345209121704, 2.428365182876587]",0.15601997375488308,True,False,27.271682739257812,5.888209109392999,50,50,0.0,0.0,64,,-35.5,35.5,3.0,16.0,2.667285919189453,2.663645305633545,2.667285919189453,4.736688423156742,0.84,0.66,11.908246994018555,192.6323286729713,584.0,-0.9149336936836648,2.32793902605772,0.7739749771516813,15.286018371582031,0.062125,,
s4_z3584_y2304_x1536,1,,1060113,0.08065218754108258,8.903782844543457,0.07482170313596725,119.0,82.0,30358,bright,False,16.0,4.807489395141602,1.990365982055664,1.990365982055664,"[1.914285659790039, 2.0543102264404296]",0.14002456665039054,True,False,35.749725341796875,7.436256724336236,52,52,0.0,0.0,64,30.5,,30.5,2.5,16.0,2.025933265686035,2.2753130472623386,2.1053600311279297,5.475177764892577,0.7884615384615384,0.5192307692307693,8.171995162963867,207.40057487972737,546.5,0.9333703200416781,2.0333448871970177,0.7412153038259565,14.298799514770508,0.06135,,
s4_z3584_y2304_x1792,1,,1043933,0.07942123160108872,8.140233993530273,0.0720374658703804,113.0,82.0,30211,bright,False,14.925,4.566665172576904,2.600832939147949,2.600832939147949,"[2.5190393924713135, 2.6755125522613525]",0.15647315979003906,True,False,36.95619201660156,8.092599439636103,48,48,0.0,0.0,64,26.5,-35.0,26.5,3.0,14.925,2.734982490539551,3.046848634878794,2.734982490539551,5.191744995117188,0.9375,0.7083333333333334,11.753180503845215,215.13502307226582,599.0,1.2620574398263138,2.2380493879318237,0.7625400702182873,14.909961700439453,0.0534,,
s4_z3584_y512_x2304,1,,574362,0.04369680566172783,5.871356964111328,0.06381909549236298,92.0,82.0,25431,bright,False,14.700000000000001,3.836207151412964,1.0237855911254883,1.0237855911254883,"[0.9456344842910767, 1.0871933937072753]",0.14155890941619864,True,False,29.010154724121094,7.562197133550513,25,25,0.0,0.0,64,,-26.0,26.0,3.0,14.700000000000001,0.9024391174316406,1.5143911361694335,1.3006200790405273,4.598090171813967,0.52,0.36,6.892868995666504,286.8177575442658,1022.0,0.5675822666162105,1.9203911423683167,0.7202772027720277,16.00385856628418,0.031075,,
s4_z3584_y768_x1280,1,,2017333,0.15347639303434138,10.501899719238281,0.0882512554526329,119.0,84.0,34728,bright,False,10.325000000000001,5.775898456573486,1.6142301559448242,1.6142301559448242,"[1.562623643875122, 1.6731146812438966]",0.11049103736877464,True,False,29.815399169921875,5.162036589474543,55,55,0.0,0.0,64,18.5,-20.0,18.5,2.0,10.325000000000001,1.6667919158935547,1.581381624395197,1.6667919158935547,2.9556100845336917,0.6909090909090909,0.34545454545454546,5.805901527404785,139.0597989149243,518.0,-0.8577053316638559,1.9785827118903399,0.7322622640392923,11.30410385131836,0.050025,,
s4_z3840_y1024_x2304,1,,954338,0.07260494622137609,6.713015079498291,0.06454822421073914,104.0,81.0,32450,bright,False,10.375,3.923570156097412,1.7632312774658203,1.7632312774658203,"[1.681065058708191, 1.8562085151672363]",0.17514345645904528,True,False,21.360580444335938,5.444169364766065,49,49,0.0,0.0,64,26.0,-17.5,17.5,2.5,10.375,1.8624515533447266,0.6698558573820153,2.7024378776550293,5.200816917419435,0.8775510204081632,0.6530612244897959,-7.917448043823242,223.84924389650894,558.0,-0.6597280954513854,2.2950730584561825,0.7737051057150771,16.239707946777344,0.034475,,
s4_z3840_y1280_x2560,1,,1194125,0.09084766760476971,7.619039058685303,0.06802713125944138,112.0,81.0,35446,bright,False,10.05,4.212003707885742,1.492136001586914,1.492136001586914,"[1.4391462802886963, 1.5469926834106444]",0.10784640312194815,True,False,39.97312927246094,9.490288243959276,55,55,0.0,0.0,64,19.0,-37.0,19.0,1.5,10.05,1.4063854217529297,1.409772153334184,1.5200529098510742,2.9546783447265628,0.6909090909090909,0.3090909090909091,3.9663286209106445,247.65867106052903,648.0,0.7609208196894902,1.9641542993485928,0.730075081456297,17.07046890258789,0.01945,,
s4_z3840_y1536_x2304,1,,1279544,0.09734624766894376,9.825265884399414,0.08120054751634598,121.0,83.0,30701,bright,False,15.05,5.2383270263671875,1.7632970809936523,1.7632970809936523,"[1.6755033493041993, 1.851889991760254]",0.17638664245605473,True,False,30.443504333496094,5.811684566514904,48,48,0.0,0.0,64,39.0,-29.0,29.0,2.0,15.05,1.6641035079956055,1.833798627058665,1.6641035079956055,3.542859840393067,0.75,0.3958333333333333,6.365086555480957,164.84881432889085,592.5,-0.879181127779171,2.0407694689929485,0.739783253617485,12.132444381713867,0.04845,,
s4_z3840_y1536_x2560,1,,1128086,0.08582349582966126,7.391456127166748,0.06843940913677216,108.0,81.0,33930,bright,False,11.275,4.152918815612793,1.8877973556518555,1.8877973556518555,"[1.8235701322555542, 1.9545424461364747]",0.13097231388092045,True,False,30.333938598632812,7.3042455067007666,49,49,0.0,0.0,64,27.5,-19.5,19.5,2.5,11.275,1.4064302444458008,1.290194423831239,2.021017074584961,3.5376670837402355,0.673469387755102,0.5102040816326531,-5.294339656829834,226.0281898766935,594.0,-0.8939150187681543,2.1081617921590805,0.7484972636741529,15.921737670898438,0.0348,,
s4_z3840_y1792_x1024,1,,1236157,0.0940454142098267,8.500988960266113,0.07143688201904297,119.0,81.0,35102,bright,False,9.7,4.273848533630371,2.1786441802978516,2.1786441802978516,"[2.1194321393966673, 2.2326870203018188]",0.11325488090515146,True,False,39.48786926269531,9.239417108952338,55,56,0.017857142857142856,0.0,64,16.0,-23.0,16.0,2.5,9.7,2.046968460083008,2.1284775647250087,2.10105037689209,4.404709053039552,0.8363636363636363,0.5272727272727272,6.704054832458496,249.54055502063503,608.0,0.11371057732097599,2.129527200013399,0.7486130585868439,17.15605926513672,0.0357,,
s4_z3840_y1792_x2304,1,,1339637,0.10191805454793333,9.904558181762695,0.08118490129709244,122.0,83.0,31498,bright,False,16.0,5.189948081970215,1.7352828979492188,1.7352828979492188,"[1.6373181819915772, 1.829106616973877]",0.1917884349822998,True,False,27.147689819335938,5.230821077699509,57,57,0.0,0.0,64,33.5,-35.5,33.5,3.0,16.0,1.8403778076171875,2.7165766933508086,1.8403778076171875,6.801976013183593,0.7017543859649122,0.43859649122807015,13.077201843261719,156.20415491251725,487.0,-0.23563317633573688,2.13662276417017,0.752005052099779,12.339051246643066,0.077175,,
s4_z3840_y2048_x1024,1,,1470001,0.11183599893367871,9.668074607849121,0.07924651354551315,122.0,82.0,36952,bright,False,6.625,4.79039192199707,1.1098365783691406,1.1098365783691406,"[1.053336501121521, 1.157554304599762]",0.10421780347824106,True,False,32.515716552734375,6.787694427135488,49,49,0.0,0.0,64,25.5,-12.5,12.5,1.0,6.625,1.4305343627929688,1.3523102487836565,1.449479103088379,2.8199699401855476,0.6122448979591837,0.2857142857142857,4.57285213470459,205.1088317928657,696.0,-0.597869222279681,1.915613118559122,0.7232921083627798,15.13322639465332,0.0338,,
s4_z3840_y2048_x1280,1,,1286125,0.09784692264058156,8.952320098876953,0.07460267096757889,120.0,82.0,33238,bright,False,12.3,4.438021183013916,1.2767648696899414,1.2767648696899414,"[1.2225036382675172, 1.3509814023971558]",0.12847776412963863,True,False,30.33098602294922,6.834349087615455,52,52,0.0,0.0,64,25.0,-24.0,24.0,1.5,12.3,1.5076227188110352,1.5839360127082238,1.5076227188110352,2.926737117767334,0.7115384615384616,0.34615384615384615,10.375027656555176,202.239458241045,544.0,0.8205533228679089,2.048758663237095,0.7368485704634093,16.203449249267578,0.0599,,
s4_z3840_y2048_x1792,1,,1789652,0.1361546823190297,11.327816009521484,0.0884985625743866,128.0,84.0,32901,bright,False,13.525,5.813259601593018,2.131093978881836,2.131093978881836,"[2.035484218597412, 2.232843351364136]",0.1973591327667239,True,False,26.603187561035156,4.5762944344933505,59,59,0.0,0.0,64,29.5,-24.5,24.5,2.5,13.525,2.2049503326416016,2.988980018486411,2.2049503326416016,6.564578628540039,0.8813559322033898,0.5423728813559322,11.034904479980469,131.03862125337713,517.0,-1.1385193616179203,2.2917234413325787,0.769213668699187,11.279088973999023,0.065175,,
s4_z3840_y2048_x2048,1,,1699410,0.12928917391748912,11.153061866760254,0.08713329583406448,128.0,83.0,34008,bright,False,10.55,5.635207653045654,1.7095508575439453,1.7095508575439453,"[1.639951801300049, 1.7731780529022216]",0.13322625160217272,True,False,27.077674865722656,4.805089099261146,58,58,0.0,0.0,64,36.0,-19.0,19.0,2.0,10.55,1.7044625282287598,1.8497435142254006,1.8298473358154297,3.247575187683106,0.7413793103448276,0.46551724137931033,9.038054466247559,132.28154457601403,498.5,0.903746585709399,2.148709822446108,0.7522641858172633,12.226806640625,0.050725,,
s4_z3840_y2048_x2304,1,,1334385,0.10151848838001938,9.662572860717773,0.07920141518115997,122.0,82.0,31124,bright,False,13.700000000000001,4.909427165985107,1.908167839050293,1.908167839050293,"[1.8386139631271363, 1.9865559577941894]",0.14794199466705305,True,False,30.473777770996094,6.2071962248738926,49,49,0.0,0.0,64,28.5,-26.0,26.0,2.0,13.700000000000001,2.0770559310913086,2.352060434769611,2.0770559310913086,4.581162071228027,0.7755102040816326,0.5306122448979592,7.858462333679199,194.46266121634486,547.0,-0.9455144183333141,2.130330450832844,0.7502806006370393,14.38785171508789,0.04935,,
s4_z3840_y2048_x768,1,,1159111,0.08818384243277064,8.500031471252441,0.07327613234519958,116.0,81.0,33974,bright,False,12.85,4.342055797576904,0.40590953826904297,0.40590953826904297,"[0.31258273124694824, 0.49377241134643557]",0.18118968009948733,True,False,23.627395629882812,5.441522801956655,50,52,0.038461538461538464,0.0,64,23.0,-31.5,23.0,2.5,12.85,0.777247428894043,0.7017599678039551,1.5473580360412598,3.7377207756042483,0.74,0.36,7.880153656005859,188.4562069186954,614.0,-0.21836240750812513,2.194344401359558,0.7571271259023614,15.719470977783203,0.042575,,
s4_z3840_y2304_x1792,1,,1518635,0.11553601816641429,9.863982200622559,0.08152051270008087,121.0,82.0,36391,bright,False,8.25,5.0631422996521,1.2373113632202148,1.2373113632202148,"[1.1770253419876098, 1.3069422960281372]",0.1299169540405274,True,False,30.552902221679688,6.034375574192147,54,54,0.0,0.0,64,15.0,-39.5,15.0,1.5,8.25,1.1193933486938477,1.2925438086191814,1.378164529800415,2.829376602172852,0.6481481481481481,0.2962962962962963,6.203010559082031,177.0069667636179,617.5,0.5693285672565019,1.9825654812157154,0.7352483788621226,14.046066284179688,0.0395,,
s4_z3840_y2304_x2048,1,,1380227,0.10500609543818988,8.98519229888916,0.0767965167760849,117.0,82.0,35956,bright,False,6.9,4.589310646057129,1.2503247261047363,1.2503247261047363,"[1.188385009765625, 1.3162048578262329]",0.12781984806060787,True,False,24.730064392089844,5.3886228890032735,52,54,0.037037037037037035,0.0,64,12.0,-19.0,12.0,1.5,6.9,1.1297879219055176,1.1586698935582087,1.3235440254211426,2.828334617614746,0.6153846153846154,0.3076923076923077,5.793548107147217,165.19001328688952,595.5,0.5122480206160896,2.1366845220327377,0.7508747375787264,15.064927101135254,0.095475,,
s4_z3840_y768_x2304,1,,1413375,0.10752795745913653,8.510369300842285,0.07465235888957977,114.0,81.0,34643,bright,False,10.15,4.609964847564697,2.1924686431884766,2.1924686431884766,"[2.1282842636108397, 2.25236291885376]",0.12407865524292028,True,False,40.738853454589844,8.83712887227566,54,55,0.01818181818181818,0.0,64,17.0,-26.5,17.0,2.5,10.15,2.1503472328186035,2.2232831672385887,2.1503472328186035,3.601441669464112,0.8333333333333334,0.5925925925925926,6.262983322143555,229.06955151936387,588.5,1.2881263866193382,2.0719632133841515,0.7479237475986404,15.344225883483887,0.03,,
s4_z4096_y1024_x2048,1,,1725846,0.13130039463625784,9.111466407775879,0.08283150941133499,110.0,92.0,31942,bright,False,15.175,5.055281162261963,1.0345468521118164,1.0345468521118164,"[0.9729273796081543, 1.0981655597686768]",0.12523818016052246,True,False,27.58551788330078,5.456772234396903,58,59,0.01694915254237288,0.0,64,36.5,-31.5,31.5,1.0,15.175,1.0272769927978516,0.7690058247796421,1.1913137435913086,3.0336317062377938,0.603448275862069,0.22413793103448276,-10.440673828125,139.5738006146023,533.0,-0.5382637890047807,1.9533328860998154,0.7297860310091361,11.626392364501953,0.054975,,
s4_z4096_y1280_x2304,1,,1371455,0.10433873168629704,8.846447944641113,0.07692563533782959,115.0,84.0,31712,bright,False,13.875,4.546706199645996,1.1220512390136719,1.1220512390136719,"[1.0618170976638794, 1.1931284427642823]",0.13131134510040288,True,False,36.98484802246094,8.134426637318365,54,54,0.0,0.0,64,,-27.5,27.5,1.5,13.875,1.323061466217041,1.5283441896791812,1.323061466217041,2.8865470886230473,0.6481481481481481,0.24074074074074073,7.210653305053711,206.19776650453463,539.0,0.438368598464937,1.8872488960623741,0.7182826538675408,14.605119705200195,0.0295,,
s4_z4096_y1536_x2304,1,,1278121,0.09723798745246592,8.81734561920166,0.07667256891727448,115.0,81.0,35083,bright,False,10.775,4.4876298904418945,1.8279180526733398,1.8279180526733398,"[1.765408420562744, 1.9043300151824951]",0.13892159461975107,True,False,37.293434143066406,8.310274031844044,57,57,0.0,0.0,64,19.5,-33.0,19.5,2.0,10.775,1.3225784301757812,1.7698805457667302,1.4670295715332031,3.7455276489257807,0.7017543859649122,0.38596491228070173,5.695549011230469,216.29123614647585,542.0,-0.6764978144759783,2.053795922547579,0.7467894354252483,15.122673034667969,0.024725,,
s4_z4096_y1536_x2560,1,,1314676,0.10001905014631486,7.962955951690674,0.07305464148521423,109.0,79.0,34272,bright,False,8.525,4.058769226074219,1.7601690292358398,1.7601690292358398,"[1.7097559928894044, 1.8244972229003906]",0.11474123001098624,True,False,34.397377014160156,8.474829461400663,57,57,0.0,0.0,64,30.5,-14.5,14.5,2.0,8.525,1.9542236328125,2.021079464962608,1.9717206954956055,4.169157981872559,0.8245614035087719,0.49122807017543857,7.292660713195801,229.00807392452748,514.0,-0.9258552788054168,2.0061562177725136,0.7351485148514851,15.94528865814209,0.0372,,
s4_z4096_y1792_x2304,1,,1124346,0.0855389608966837,7.707763195037842,0.06761195510625839,114.0,79.0,32989,bright,False,10.725,3.9271390438079834,1.2798748016357422,1.2798748016357422,"[1.208058762550354, 1.3464136362075805]",0.13835487365722643,True,False,31.06324005126953,7.909890560215255,50,50,0.0,0.0,64,26.0,-20.5,20.5,1.5,10.725,1.0566473007202148,1.4677679061889648,1.1244421005249023,2.874640846252444,0.56,0.26,7.189874649047852,217.3719042389679,654.0,0.7014598558354884,2.0614529587328434,0.7430923342311534,16.63543128967285,0.1275,,
s4_z4096_y1792_x2560,1,,1415882,0.10771868715886239,9.184235572814941,0.07917444407939911,116.0,79.0,36408,bright,False,7.625,4.674083232879639,1.8707170486450195,1.8707170486450195,"[1.8014553785324097, 1.9357009410858155]",0.1342455625534058,True,False,29.972328186035156,6.41245067593065,59,59,0.0,0.0,64,12.5,-15.5,12.5,2.0,7.625,1.7989253997802734,1.5792281183145813,1.913071632385254,3.4901565551757825,0.7627118644067796,0.4915254237288136,4.9552202224731445,174.28021389663382,571.0,0.8124146805494964,2.0895426981151104,0.7441552977943386,14.23088264465332,0.051325,,
s4_z4096_y2048_x1280,1,,1235381,0.09398637701517681,8.596882820129395,0.07224271446466446,119.0,77.0,30930,bright,False,16.0,4.466028213500977,1.9566802978515625,1.9566802978515625,"[1.897220754623413, 2.0116549491882325]",0.11443419456481951,True,False,42.64717102050781,9.549239051285829,55,55,0.0,0.0,64,33.5,-35.5,33.5,2.5,16.0,2.1148033142089844,2.5539342360063033,2.1148033142089844,5.287701416015625,0.8909090909090909,0.5636363636363636,10.187225341796875,231.4468281112302,473.0,-1.032349377326942,2.0662506818771362,0.7446579600131497,16.795654296875,0.02135,,
